concerned,P\k@n-'s3nd\[CVC][CVVCC]\[k@n][s3:nd],,,,,cC,CR CRCC,CR CRCC,01,+/d/,CR CRC,V,,,,2,
russell,,r'As.xl,,,Xc,,CV CR,CV CR,10,0,,0,Proper Noun,,,1,
rustles,,r'As.xlz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,1,
scaring,,sk'er.IG,,,Xc,,CCVV CVM,CCV CVC,10,+/IG/,CCVVC,v,,,,1,
scottish,,sk'at.IS,sk0/tIS|'sk0tIS,,,Xc,CCVV CVC,CCVV CVC,10,0,,a,,,,2,
scratching,,skr'@C.IG,,,Xc,,CCCV CVM,CCCV CVC,10,+/IG/,CCCVC,v,,,,19,
selling,,s'El.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,1,
shallots,,S'@l.xts,,,Xc,,CV CVCC,CV CVCC,10,+/s/,CV CVC,n,,,,2,
sharing,,S'er.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,1,
sharon,,S'@r.In,,,Xc,,CV CR,CV CR,10,0,,0,Proper Noun,,,3,
shedding,,S'Ed.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,2,
should've,,S'Ud.xv,,,Xc,,CV CVC,CV CVC,10,0,,0,contraction,,,1,
shovels,,S'Av.xlz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,1,
shriveled,,Sr'Iv.xld,,,Xc,,CCV CRC,CCV CRC,10,+/d/,CCV CR,v,,,,3,
shutters,,S'At.Rz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,5,
shutting,,S'At.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,2,
sipper,,,,10,Xc,,CV CR,CV CR,10,0,,n,,,,3,
slamming,,sl'@m.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,2,
slippers,,sl'Ip.Rz,,,Xc,,CCV CRC,CCV CRC,10,+/z/,CCVC,n,,,,18,
slipper's,,,,10,Xc,,CCV CRC,CCV CRC,10,+/z/,CCVC,n,,,,1,
slipping,,sl'Ip.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,12,
slobbered,,sl'ab.Rd,,,Xc,,CCVV CRC,CCVV CRC,10,+/d/,CCVV CR,v,,,,1,
slopping,,sl'ap.IG,,,Xc,,CCVV CVM,CCVV CVC,10,+/IG/,CCVVC,v,,,,5,
smaller,,sm'cl.R,,,Xc,,CCVV CR,CCV CR,10,+/R/,CCVVC,a,,,,6,
smelling,,sm'El.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,3,
smushing,,,,10,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,2,
snacking,,sn'@k.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,1,
snapping,,sn'@p.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,3,
snipper,,,snI/p@|snIp@2 Q,10,,,CCV CR,CCV CRC,10,0,,0,,,,2,
snippers,,,,10,Xc,,CCV CRC,CCV CRC,10,+/z/,CCV CR,n,,,,2,
snoring,,sn'or.IG,,,Xc,,CCVV CVM,CCVV CVC,10,+/IG/,CCVVC,v,,,,1,
snuggled,,sn'Ag.xld,,,Xc,,CCV CRC,CCV CRC,10,+/d/,CCV CR,v,,,,1,
spanish,,sp'@n.IS,sp&/nIS|'sp&nIS,,,Xc,CCV CVC,CCV CVC,10,0,,a,,,,1,
spilling,,sp'Il.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVM,v,,,,5,
spinning,,sp'In.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVM,v,,,,27,
spitting,,sp'It.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,17,
splashing,,spl'@S.IG,,,Xc,,CCCV CVM,CCCV CVC,10,+/IG/,CCCVC,v,,,,1,
squishing,,,,10,Xc,,CCCV CVM,CCCV CVC,10,+/IG/,CCCVC,v,,,,2,
stacking,,st'@k.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,2,
steering,,st'ir.IG,,,Xc,,CCVV CVM,CCVV CVC,10,+/IG/,CCVVC,v,,,,4,
stepping,,st'Ep.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,5,
stickers,,st'Ik.Rz,,,Xc,,CCV CRC,CCV CRC,10,+/z/,CCV CR,n,,,,3,
sticking,,st'Ik.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,24,
stretches,,str'EC.Iz,,,Xc,,CCCV CVC,CCCV CVC,10,+/Iz/,CCCVC,"n,v",,,,4,
stretching,,str'EC.IG,,,Xc,,CCCV CVM,CCCV CVC,10,+/IG/,CCCVC,v,,,,3,
struggled,,str'Ag.xld,,,Xc,,CCCV CRC,CCCV CRC,10,+/d/,CCCV CR,v,,,,1,
sucking,,s'Ak.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,9,
summer's,,s'Am.Rz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,n,,,,1,
summoned,,s'Am.xnd,,,Xc,,CV CRC,CV CRC,10,+/d/,CV CR,v,,,,1,
supper's,,,,10,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,n,,,,1,
sweaters,,sw'Et.Rz,,,Xc,,CCV CRC,CCV CRC,10,+/z/,CCV CR,n,,,,3,
talking,,t'ck.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVVC,v,,,,148,
taller,,t'cl.R,,,,Xc,CV CR,CV CR,10,+/R/,CVVC,a,,,,7,
tallest,,t'cl.Ist,,,Xc,,CV CVCC,CV CVCC,10,+/Ist/,CVVC,a,,,,1,
tanish,,,,10,Xc,,CV CVC,CV CVC,10,0,,0,,,,1,
thicker,,T'Ik.R,,,Xc,,CV CR,CV CR,10,+/N/,CVC,a,,,,2,
thrasher,,,Tr&/S@|Tr&S@2 Q,10,,,CCV CR,CCV CR,10,0,,n,,,,4,
tickets,,t'Ik.Its,,,Xc,,CV CVCC,CV CVCC,10,+/s/,CV CVC,"n,v",,,,1,
tickled,,t'Ik.xld,,,Xc,,CV CRC,CV CRC,10,+/d/,CV CR,v,,,,2,
tickles,,t'Ik.xlz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,8,
tigger,,,,10,Xc,,CV CR,CV CR,10,0,,0,Proper Noun,,,78,
tiggers,,,,10,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,0,Proper Noun,,,9,
timmer,,,,10,Xc,,CV CR,CV CR,10,0,,0,,,,3,
tipping,,t'Ip.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,2,
toppings,,t'ap.IGz,,,Xc,,CV CVMC,CV CVCC,10,+/z/,CVC,n,,,,1,
tosses,,t'cs.Iz,,,Xc,,CV CVC,CV CVC,10,+/Iz/,CVVC,"n,v",,,,5,
touches,,t'AC.Iz,,,Xc,,CV CVC,CV CVC,10,+/Iz/,CVC,"n,v",,,,1,
trashing,,tr'@S.IG,,,Xc,,CCV CVM,CCV CVC,10,+/IG/,CCVC,v,,,,1,
tuffet,,,,10,Xc,,CV CVC,CV CVC,10,0,,0,,,,1,
tugging,,t'Ag.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,1,
waffles,,w'cf.xlz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,9,
washes,,w'cS.Iz,,,Xc,,CV CVC,CV CVC,10,+/Iz/,CVC,"n,v",,,,1,
watching,,w'aC.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,46,
water's,,w'ct.Rz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,n,,,,3,
wetter,,w'Et.R,,,Xc,,CV CR,CV CR,10,+/R/,CVC,a,,,,1,
wiggins,,w'Ig.Inz,,,Xc,,CV CRC,CV CVCC,10,0,,0,,,,1,
wiggles,,w'Ig.xlz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,"n,v",,,,2,
wishes,,w'IS.Iz,,,Xc,,CV CVC,CV CVC,10,+/Iz/,CVC,"n,v",,,,4,
wocket@n,,,,10,Xc,,CV CVC,CV CVC,10,0,,0,,,,1,
women,,w'Im.In,,,,Xc,CV CVC,CV CVC,10,0,,n,,,,5,
would've,,w'Ud.xv,,,Xc,,CV CVC,CV CVC,10,0,,0,Contraction,,,1,
wrecking,,r'Ek.IG,,,Xc,,CV CVM,CCV CVC,10,+/IG/,CVC,v,,,,8,
written,,r'It.N,rI/tn|rItn,,,Xc,CV CR,CCV CVC,10,+/N/,CVVC,v,,,,1,
yawning,,y'cn.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVVC,v,,,,12,
yaya's,,,,10,Xc,,CV CVC,CV CVC,10,+/z/,CV CV,0,,,,3,
yelling,,y'El.IG,,,Xc,,CV CVM,CV CVC,10,+/IG/,CVC,v,,,,11,
zippered,,,,10,Xc,,CV CRC,CV CRC,10,+/d/,CV CR,v,,,,1,
zippers,,z'Ip.Rz,,,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,n,,,,8,
zipper's,,,,10,Xc,,CV CRC,CV CRC,10,+/z/,CV CR,n,,,,2,
babar,,,,11,XC,,CV CVVC,CV CVVM,11,0,,0,Proper Noun,,,13,
babars,,,,11,XC,,CV CVVCC,CV CVVMC,11,+/z/,CV CVVC,0,Proper Noun,,,1,
pissant@n,,,,11,XC,,CV CVMC,CV CVMC,11,0,,0,,,,1,
uhhum,,+Ah'Am,,,XC,,V CVM,V CVM,11,0,,0,,,,8,
abu,,'ab.u|.ab'u,,,,xL,V CVV,V CVV,01,0,,0,Proper Noun,,,6,
aggie,,,,,Xl,,V CVV,V CVV,10,0,,0,,,,4,
ali,,'al.i|.al'i,,,,Xl,V CVV,V CVV,10,0,,0,Proper Noun,,,3,
ashley,,'@Sl.i,,,Xl,,V CCVV,VC CVV,10,0,,0,Proper Noun,,,4,
baggie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
ballie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
bibbie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,7,
blockie,,,,10,Xl,,CCVV CVV,CCVV CVV,10,0,,0,,,,7,
buggie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
bummie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,19,
carrie,,k'@r.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
chickie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,55,
chinnie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,4,
chuckie,,C'Ak.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
clappie,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,6,
connie,,k'an.i,,,Xl,,CVV CVV,CVV CVV,10,0,,0,Proper Noun,,,1,
crabbie,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,2,
cracky@wp,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
cribbie,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
cubby,,,kV/bI|kVbI,,,Xl,CV CVV,CV CVV,10,0,,n,,,,1,
cupie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
cuppie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,4,
dabby,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
daffy,,d'@f.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,7,
doggie,,d'cg.i,,,Xl,,CVV CVV,CVV CVV,10,0,,n,,,,376,
dollie,,,,,Xl,,CVV CVV,CVV CVV,10,0,,n,,,,50,
drippy,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,a,,,,3,
duckie,,,,,Xl,,CV CVV,CV CVV,10,0,,n,,,,60,
eddie,,'Ed.i,,,Xl,,V CVV,V CVV,10,0,,0,Proper Noun,,,4,
emmy,,'Em.i,,,,Xl,V CVV,V CVV,10,0,,0,Proper Noun,,,8,
fishie,,,,,Xl,,CV CVV,CV CVV,10,0,,n,,,,46,
fitti,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,12,
footie,,,,10,Xl,,CV CVV,CVV CVV,10,0,,n,,,,3,
froggie,,,,10,Xl,,CCVV CVV,CCVV CVV,10,0,,n,,,,62,
gabby,,g'@b.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,10,
gimme,,g'Im.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Contraction,,,281,
grammy,,gr'@m.i,,,Xl,,CCV CVV,CCV CVV,10,0,,n,,,,7,
hairie,,,,,Xl,,CVV CVV,CVV CVV,10,0,,0,,,,6,
halle@si,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,28,
hoppy,,,,,,Xl,CVV CVV,CVV CVV,10,0,,0,,,,3,
icky,,'Ik.i,,,,Xl,V CVV,V CVV,10,0,,a,,,,28,
jackie,,J'@k.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
jethro,,,,10,Xl,,CV CCVV,CVC CVV,10,0,,0,Proper Noun,,,1,
kelly,,k'El.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,6,
kelsey,,k'Els.i,,,Xl,,CVM CVV,CVM CVV,10,0,,0,Proper Noun,,,2,
kenny,,k'En.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
kiddie,,k'Id.i,,,Xl,,CV CVV,CV CVV,10,0,,n,,,,2,
kiddo,,,,,Xl,,CV CVV,CV CVV,10,0,,n,,,,2,
kissie,,,,10,Xl,,CV CVV,CV CVV,10,0,,n,,,,11,
lambie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
leggie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,4,
lemme,,,,,Xl,,CV CVV,CV CVV,10,0,,0,Contraction,,,581,
lippie,,,,,,Xl,CV CVV,CV CVV,10,0,,0,,,,1,
lookee,,,,10,Xl,,CV CVV,CVV CVV,10,0,,0,,,,13,
lookie,,,,10,Xl,,CV CVV,CVV CVV,10,0,,0,,,,8,
lori,,l'cr.i,,,,Xl,CVV CVV,CVV CVV,10,0,,0,Proper Noun,,,2,
lovie,,l'Av.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,6,
maggie,,m'@g.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,442,
mary,,m'er.i,,,,Xl,CV CVV,CV CVV,10,0,,0,Proper Noun,,,17,
matthew,,m'@Ty.u,,,Xl,,CV CVV,CVC CVV,10,0,,0,Proper Noun,,,10,
mickie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
minnie,,m'In.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,29,
mommy,,m'am.i,,,Xl,,CVV CVV,CVV CVV,10,0,,n,,,,3071,
nappie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,10,
nummy,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,28,
pearie,,,,10,Xl,,CVV CVV,CVV CVV,10,0,,0,,,,1,
peary,,p'ir.i,,,Xl,,CVV CVV,CVV CVV,10,0,,0,,,,1,
peggie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
piggie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,62,
pissy,,p'Is.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
reggie,,r'EJ.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
rockie,,,,,Xl,,CVV CVV,CVV CVV,10,0,,0,,,,4,
sammy,,s'@m.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,40,
scrubbie,,,,,Xl,,CCCV CVV,CCCV CVV,10,0,,0,,,,12,
sherri,,S'Er.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
shimmy,,S'Im.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
sickie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
sippie,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
snackie,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
snappie,,,,,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,7,
snippy,,sn'Ip.i,,,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
snuffy,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
sockie,,,,10,Xl,,CVV CVV,CVV CVV,10,0,,0,,,,10,
splashie,,,,10,Xl,,CCCV CVV,CCCV CVV,10,0,,0,,,,1,
squashie,,,,,Xl,,CCCV CVV,CCCV CVV,10,0,,0,,,,4,
squawky,,,,10,Xl,,CCCVV CVV,CCCVV CVV,10,0,,0,,,,8,
squishy,,skw'IS.i,,,Xl,,CCCV CVV,CCCV CVV,10,0,,a,,,,7,
stickie,,,,,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,1,
swearie@wp,,,,10,Xl,,CCVV CVV,CCVV CVV,10,0,,0,,,,1,
tickie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
timmy,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,235,
tippy,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,9,
tommy,,t'am.i,t0/mI|'t0mI,,,Xl,CVV CVV,CVV CVV,10,0,,0,Proper Noun,,,6,
touchie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
truckie,,,,10,Xl,,CCV CVV,CCV CVV,10,0,,0,,,,2,
tubbie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
uppie,,,,,Xl,,V CVV,V CVV,10,0,,0,,,,5,
veggie,,v'EJ.i,,,Xl,,CV CVV,CV CVV,10,0,,n,,,,1,
walkie,,w'ck.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,15,
washie,,,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,2,
whoopie,,w'Up.i,,,Xl,,CV CVV,CV CVV,10,0,,0,,,,1,
willie,,w'Il.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,1,
willy,,w'Il.i,,,,Xl,CV CVV,CV CVV,10,0,,0,Proper Noun,,,23,
winnie,,w'In.i,,,Xl,,CV CVV,CV CVV,10,0,,0,Proper Noun,,,95,
wooly,,w'Ul.i,,,Xl,,CVV CVV,CVV CVV,10,0,,a,,,,7,
wriggly,,,,10,Xl,,CV CCVV,CCV CCVV,10,0,,0,,,,2,
wuzzy,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,4,
yahtzee,,,,10,Xl,,CVVC CVV,CVVC CVV,10,0,,0,,,,1,
yicky,,,,10,Xl,,CV CVV,CV CVV,10,0,,0,,,,3,
yucky,,y'Ak.i,,,Xl,,CV CVV,CV CVV,10,0,,a,,,,74,
yummy,,y'Am.i,,,Xl,,CV CVV,CV CVV,10,0,,a,,,,336,
iago,,.i'ag+o|y'ag+o,,,XL,,VV VV CVV,VV VV CVV,110,0,,0,,,,1,
popeye,,p'ap+Y,,,XL,,CVV CVV,CVVC VV,11,0,,0,Proper Noun,,,4,
sirree,,,,11,XL,,CV CVV,CV CVV,11,0,,0,,,,4,
uhoh,,'A+o,,,XL,,V VV,V VV,11,0,,0,,,,1397,
achieved,,.xC'ivd,,,xS,,V CVVCC,V CVVCC,01,+/d/,V CVVC,v,,,,1,
agreed,,.xgr'id,,,xS,,V CCVVC,V CCVVC,01,+/d/,V CCVV,v,,,,1,
allowed,,.xl'Wd,,,,xS,V CVVC,V CVVC,01,+/d/,V CVV,v,,,,22,
amazed,,.xm'ezd,,,xS,,V CVVCC,V CVVCC,01,+/d/,V CVVC,v,,,,1,
approached,,.xpr'oCt,,,,xS,V CCVVCC,V CCVVCC,01,+/d/,V CCVVC,v,,,,1,
areil,,,,,,xS,V CVVM,V CVVM,01,0,,0,,,,1,
arrived,,.xr'Yvd,,,xS,,V CVVCC,V CVVCC,01,+/d/,V CVVC,v,,,,1,
assumed,,.xs'umd,,,xS,,V CVVCC,V CVVMC,01,+/d/,V CVVM,v,,,,1,
became,,b.xk'em,bI/keIm|bI'keIm,,,xS,CV CVVC,CV CVVM,01,0,,v,,,,6,
behaved,,b.xh'evd,,,xS,,CV CVVCC,CV CVVCC,01,+/d/,CV CVVC,v,,,,1,
believed,,b.xl'ivd,,,xS,,CV CVVCC,CV CVVCC,01,+/d/,CV CVVC,v,,,,1,
boneen,,,,01,xS,,CV CVVC,CV CVVM,01,0,,0,,,,46,
capris,,,,01,xS,,CV CCVVC,CV CCVVC,01,0,,n,,,,2,
deprive,,d.Ipr'Yv,dI/praIv|dI'praIv,,,xS,CV CCVVC,CV CCVVC,01,0,,v,,,,1,
derived,,d.Ir'Yvd|d.ir'Yvd,,,xS,,CV CVVCC,CV CVVCC,01,+/d/,CV CVVC,v,,,,1,
kaboom,,,,01,xS,,CV CVVC,CV CVVM,01,0,,0,,,,5,
machines,,m.xS'inz,,,xS,,CV CVVCC,CV CVVMC,01,+/z/,CV CVVM,v,,,,1,
nicole,,n.Ik'ol,,,xS,,CV CVVC,CV CVVM,01,0,,0,Proper Noun,,,2,
patrice,,p.xtr'is,,,xS,,CV CCVVC,CV CCVVC,01,0,,0,Proper Noun,,,1,
raccoons,,r.@k'unz,,,xS,,CV CVVCC,CV CVVMC,01,+/z/,CV CVVM,n,,,,6,
raccoon's,,,,01,xS,,CV CVVCC,CV CVVMC,01,+/z/,CV CVVM,n,,,,1,
refused,,r.Ify'uzd,,,xS,,CV CCVVCC,CV CCVVCC,01,+/d/,CV CCVVC,v,,,,2,
released,,r.xl'ist|r+il'ist,,,xS,,CVV CVVCC,CVV CVVCC,01,+/t/,CVV CVVC,v,,,,1,
relieves,,r.xl'ivz|r+il'ivz,,,xS,,CV CVVCC,CV CVVCC,01,+/z/,CVV CVVC,v,,,,1,
reminds,,r.xm'Yndz|r+im'Yndz,,,xS,,CV CVVCCC,CV CVVMC,01,+/z/,CV CVVMC,v,,,,3,
renewed,,r.In'ud|r+in'ud,,,xS,,CV CVVC,CV CVVC,01,+/d/,CV CVV,v,,,,1,
replied,,r.Ipl'Yd|r+ipl'Yd,,,xS,,CV CCVVC,CV CCVVC,01,+/d/,CV CCVV,v,,,,2,
requires,,r.Ikw'Yrz|r+ikw'Yrz,,,xS,,CV CCVVCC,CV CCVVMC,01,+/z/,CV CCVVM,v,,,,1,
timone,,,,01,xS,,CV CVVC,CV CVVC,01,0,,0,Proper Noun,,,2,
today's,,t.xd'ez,,,xS,,CV CVVC,CV CVVC,01,+/z/,CV CVV,n,,,,9,
produced,,pr.xd'ust,,,xS,,CCV CVVCC,CCV CVVCC,01,+/t/,CCV CVVC,v,,,,1,
ashley's,,,,10,Xs,,V CCVVC,CV CVVC,10,+/z/,V CCVV,0,Proper Noun,,,1,
baggies,,,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
berries,,b'Er.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
blockies,,,,10,Xs,,CCVV CVVC,CCVV CVVC,10,+/z/,CCVV CVV,0,,,,4,
borrowed,,b'ar.od,,,Xs,,CV CVVC,CV CVVC,10,+/d/,CV CVV,v,,,,1,
buddies,,b'Ad.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,2,
bummie's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,0,,,,1,
buried,,b'Er.id,,,,Xs,CVV CVVC,CV CVVC,10,+/d/,CV CVV,v,,,,2,
carried,,k'@r.id,,,Xs,,CVV CVVC,CV CVVC,10,+/d/,CV CVV,v,,,,3,
cherries,,C'Er.iz,,,Xs,,CVV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,5,
chickies,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,,,,,5,
chickie's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,,,,,2,
cookies,,k'Uk.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,48,
copied,,k'ap.id,,,Xs,,CVV CVVC,CVV CVVC,10,+/d/,CVV CVV,v,,,,3,
daddy'd,,,,10,Xs,,CV CVVC,CV CVVC,10,0,,0,contraction,,,1,
daddy's,,d'@d.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,155,
doggies,,d'cg.iz,,,Xs,,CVV CVVC,CV CVVC,10,+/z/,CVV CVV,n,,,,30,
doggie's,,,,10,Xs,,CVV CVVC,CV CVVC,10,+/z/,CVV CVV,n,,,,25,
doggy's,,,,10,Xs,,CVV CVVC,CV CVVC,10,+/z/,CVV CVV,n,,,,6,
dollies,,d'cl.iz,,,Xs,,CVV CVVC,CVV CVVC,10,+/z/,CVV CVV,n,,,,2,
dollie's,,,,10,Xs,,CVV CVVC,CVV CVVC,10,+/z/,CVV CVV,n,,,,3,
dolly's,,,,10,Xs,,CVV CVVC,CVV CVVC,10,+/z/,CVV CVV,n,,,,1,
duckies,,d'Ak.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,7,
duckie's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
fishies,,,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,29,
fishie's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
followed,,f'al.od,,,Xs,,CVV CVVC,CVV CVVC,10,+/d/,CVV CVV,v,,,,1,
froggie's,,,,10,Xs,,CCVV CVVC,CCVV CVVC,10,+/z/,CCVV CVV,n,,,,5,
fussies,,,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,5,
fuzzies,,f'Az.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
gabby's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,0,Proper Noun,,,2,
gummies,,,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,3,
hairies,,,,,Xs,,CV CVVC,CVM VVC,10,+/z/,CV CVV,0,,,,1,
hickies,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,5,
hippos,,h'Ip.oz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,4,
honey's,,,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
jammie@s,,,,10,Xs,,CV CVVC,CV CVVC,10,0,,n,,,,1,
jammies,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,5,
kissies,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,1,
kitties,,k'It.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,18,
kitty's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,38,
lilies,,l'Il.iz,,,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,n,,,,7,
maggie's,,,,10,Xs,,CV CVVC,CV CVVC,10,+/z/,CV CVV,0,Proper Noun,,,32,
